municipio;codEstacao;uf;nomeEstacao;latitude;longitude;datahora;valorMedida
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-25 23:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-26 00:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-26 01:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-26 02:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-26 03:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-26 04:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-26 05:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-26 06:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-26 07:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-26 08:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-26 09:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-26 10:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-26 11:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-26 12:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-26 13:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-26 14:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-26 15:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-26 16:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-26 17:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-26 18:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-26 20:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-26 21:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-26 22:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-26 23:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-27 00:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-27 01:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-27 02:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-27 03:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-27 04:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-27 05:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-27 06:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-27 07:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-27 08:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-27 09:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-27 10:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-27 11:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-27 12:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-27 14:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-27 15:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-27 16:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-27 17:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-27 18:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-27 19:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-27 20:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-27 21:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-27 22:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-27 23:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-28 00:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-28 01:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-28 02:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-28 03:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-28 04:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-28 05:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-28 06:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-28 07:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-28 08:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-28 09:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-28 10:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-28 11:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-28 12:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-28 13:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-28 14:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-28 15:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-28 16:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-28 17:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-28 18:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-28 18:40:00.0;0,60
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-28 18:50:00.0;0,20
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-28 19:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-28 20:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-28 21:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-28 22:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-28 23:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 00:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 01:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 02:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 03:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 04:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 05:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 06:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 07:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 08:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 09:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 10:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 11:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 12:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 13:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 14:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 15:10:00.0;3,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 15:20:00.0;0,60
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 15:50:00.0;0,20
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 16:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 17:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 17:20:00.0;1,60
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 17:30:00.0;1,60
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 17:40:00.0;0,80
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 17:50:00.0;0,40
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 18:00:00.0;0,20
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 18:10:00.0;0,20
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 19:00:00.0;0,20
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 19:10:00.0;0,20
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 19:20:00.0;0,20
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 19:30:00.0;0,60
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 19:40:00.0;0,40
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 19:50:00.0;0,40
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 20:00:00.0;0,20
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 20:10:00.0;0,40
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 20:20:00.0;0,40
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 20:30:00.0;0,20
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 20:40:00.0;0,20
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 20:50:00.0;0,20
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 21:00:00.0;0,20
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 21:10:00.0;0,20
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 21:20:00.0;0,20
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 21:50:00.0;0,20
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-29 22:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 00:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 01:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 02:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 03:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 04:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 05:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 06:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 07:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 08:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 09:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 10:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 10:20:00.0;0,20
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 11:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 12:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 13:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 14:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 15:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 16:00:00.0;1,20
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 16:10:00.0;0,60
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 16:20:00.0;0,80
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 16:30:00.0;0,20
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 17:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 18:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 19:00:00.0;1,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 19:10:00.0;0,60
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 19:20:00.0;1,40
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 19:30:00.0;0,40
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-30 19:40:00.0;0,60
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-31 00:00:00.0;0,20
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-31 06:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-31 07:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-31 08:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-31 09:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-31 10:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-31 11:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-31 12:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-31 13:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-31 14:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-31 15:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-31 16:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-31 17:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-31 17:30:00.0;0,20
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-31 17:40:00.0;0,80
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-31 17:50:00.0;0,60
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-31 18:00:00.0;1,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-31 18:10:00.0;0,20
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-31 19:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-31 20:00:00.0;1,20
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-31 20:10:00.0;17,20
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-31 20:20:00.0;1,60
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-31 20:30:00.0;0,20
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-31 21:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-31 22:10:00.0;0,00
CODAJÁS;130130801A;AM;G2-130130801A;-3,84301;-62,06006;2025-12-31 23:10:00.0;0,00
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-16 14:20:00.0;0,20
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-16 14:30:00.0;0,20
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-16 15:10:00.0;0,00
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-16 16:10:00.0;0,00
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-16 17:10:00.0;0,00
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-16 18:10:00.0;0,00
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-16 19:10:00.0;0,00
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-16 20:10:00.0;0,00
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-16 21:10:00.0;0,00
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-16 22:10:00.0;0,00
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-16 23:10:00.0;0,00
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-17 00:10:00.0;0,00
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-17 01:10:00.0;0,00
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-17 02:10:00.0;0,00
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-17 03:10:00.0;0,00
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-17 04:10:00.0;0,00
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-17 05:10:00.0;0,00
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-17 06:10:00.0;0,00
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-17 07:10:00.0;0,00
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-17 08:10:00.0;0,00
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-17 09:10:00.0;0,00
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-17 10:10:00.0;0,00
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-17 11:10:00.0;0,00
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-17 12:10:00.0;0,00
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-17 12:20:00.0;0,20
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-17 13:10:00.0;0,00
CODAJÁS;130130802A;AM;G2-130130802A;-3,83881;-62,059518;2025-12-17 13:40:00.0;0,40
